Time	Water Out [C]	Water In  [C]	Ambient [C]	Water Top (T16) [C]	T15 [C]	T14 [C]	T13 [C]	T12 [C]	T11 [C]	T10 [C]	T9 [C]	T8 [C]	T7 [C]	T6 [C]	T5 [C]	T4 [C]	T3 [C]	T2 [C]	Water Bottom (T1) [C]	Flue Top (F1) [C]	F2 [C]	F3 [C]	Flue Bottom (F4) [C]	Gas Flow Freqency	Water Flow Frequency	42i-NO (ppb)	42i-NO2 (ppb)	42i-NOx (ppb)	Horiba-NO (ppm)	Horiba-CO (ppm)	Horiba-CO2 (%)	Horiba-O2 (%)	Gas Flow (V)
5:20:45 PM	27.901	27.240	24.035	-56113.837	-56113.837	-56130.650	-56130.650	-56130.650	-56113.837	-56113.837	-56130.650	-56130.650	-56130.650	-56115.026	-56115.026	-56115.026	-56115.026	-56115.026	-56115.026	1377.190	1377.190	37.532	37.043	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:20:46 PM	27.905	27.256	24.059	-56113.076	-56113.076	-56129.926	-56129.926	-56129.926	-56113.076	-56113.076	-56129.926	-56129.926	-56129.926	-56114.310	-56114.310	-56114.310	-56114.310	-56114.310	-56114.310	1377.191	1377.191	37.518	37.033	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.174
5:20:47 PM	27.886	27.299	24.053	-56113.883	-56113.883	-56130.731	-56130.731	-56130.731	-56113.883	-56113.883	-56130.731	-56130.731	-56130.731	-56115.131	-56115.131	-56115.131	-56115.131	-56115.131	-56115.131	1377.187	1377.187	37.504	37.018	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:20:48 PM	27.858	27.334	24.053	-56115.325	-56115.325	-56132.149	-56132.149	-56132.149	-56115.325	-56115.325	-56132.149	-56132.149	-56132.149	-56116.549	-56116.549	-56116.549	-56116.549	-56116.549	-56116.549	1377.189	1377.189	37.479	37.007	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.210
5:20:49 PM	27.815	27.363	24.041	-56114.793	-56114.793	-56131.641	-56131.641	-56131.641	-56114.793	-56114.793	-56131.641	-56131.641	-56131.641	-56116.001	-56116.001	-56116.001	-56116.001	-56116.001	-56116.001	1377.184	1377.184	37.462	36.983	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:20:50 PM	27.808	27.392	24.036	-56114.532	-56114.532	-56131.356	-56131.356	-56131.356	-56114.532	-56114.532	-56131.356	-56131.356	-56131.356	-56115.761	-56115.761	-56115.761	-56115.761	-56115.761	-56115.761	1377.188	1377.188	37.449	36.985	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.220
5:20:51 PM	27.813	27.415	24.031	-56116.574	-56116.574	-56133.433	-56133.433	-56133.433	-56116.574	-56116.574	-56133.433	-56133.433	-56133.433	-56117.830	-56117.830	-56117.830	-56117.830	-56117.830	-56117.830	1377.191	1377.191	37.443	36.966	0.000	4.380	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:20:53 PM	27.818	27.428	24.025	-56113.954	-56113.954	-56130.784	-56130.784	-56130.784	-56113.954	-56113.954	-56130.784	-56130.784	-56130.784	-56115.197	-56115.197	-56115.197	-56115.197	-56115.197	-56115.197	1377.191	1377.191	37.424	36.959	0.000	249.435	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:20:54 PM	27.826	27.424	24.020	-56114.022	-56114.022	-56130.848	-56130.848	-56130.848	-56114.022	-56114.022	-56130.848	-56130.848	-56130.848	-56115.288	-56115.288	-56115.288	-56115.288	-56115.288	-56115.288	1377.187	1377.187	37.395	36.933	0.000	237.323	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.199
5:20:55 PM	27.841	27.433	24.016	-56113.601	-56113.601	-56130.412	-56130.412	-56130.412	-56113.601	-56113.601	-56130.412	-56130.412	-56130.412	-56114.851	-56114.851	-56114.851	-56114.851	-56114.851	-56114.851	1377.190	1377.190	37.389	36.924	0.000	213.060	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:20:56 PM	27.846	27.431	24.006	-56115.288	-56115.288	-56132.115	-56132.115	-56132.115	-56115.288	-56115.288	-56132.115	-56132.115	-56132.115	-56116.594	-56116.594	-56116.594	-56116.594	-56116.594	-56116.594	1377.188	1377.188	37.361	36.918	0.000	218.985	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:20:57 PM	27.840	27.423	24.023	-56116.445	-56116.445	-56133.288	-56133.288	-56133.288	-56116.445	-56116.445	-56133.288	-56133.288	-56133.288	-56117.721	-56117.721	-56117.721	-56117.721	-56117.721	-56117.721	1377.181	1377.181	37.346	36.891	0.000	216.971	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.210
5:20:58 PM	27.860	27.449	24.021	-56113.930	-56113.930	-56130.755	-56130.755	-56130.755	-56113.930	-56113.930	-56130.755	-56130.755	-56130.755	-56115.210	-56115.210	-56115.210	-56115.210	-56115.210	-56115.210	1377.192	1377.192	37.342	36.889	0.000	388.059	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.199
5:20:59 PM	27.859	27.450	24.032	-56115.395	-56115.395	-56132.251	-56132.251	-56132.251	-56115.395	-56115.395	-56132.251	-56132.251	-56132.251	-56116.669	-56116.669	-56116.669	-56116.669	-56116.669	-56116.669	1377.191	1377.191	37.320	36.876	0.000	199.540	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.199
5:21:00 PM	27.854	27.451	24.021	-56115.383	-56115.383	-56132.207	-56132.207	-56132.207	-56115.383	-56115.383	-56132.207	-56132.207	-56132.207	-56116.657	-56116.657	-56116.657	-56116.657	-56116.657	-56116.657	1377.193	1377.193	37.312	36.867	0.000	191.792	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.169
5:21:01 PM	27.848	27.436	24.029	-56115.272	-56115.272	-56132.118	-56132.118	-56132.118	-56115.272	-56115.272	-56132.118	-56132.118	-56132.118	-56116.567	-56116.567	-56116.567	-56116.567	-56116.567	-56116.567	1377.183	1377.183	37.287	36.825	0.000	197.948	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:21:02 PM	27.842	27.451	24.018	-56115.830	-56115.830	-56132.676	-56132.676	-56132.676	-56115.830	-56115.830	-56132.676	-56132.676	-56132.676	-56117.136	-56117.136	-56117.136	-56117.136	-56117.136	-56117.136	1377.189	1377.189	37.274	36.827	0.000	201.547	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:21:03 PM	27.832	27.435	24.017	-56114.341	-56114.341	-56131.194	-56131.194	-56131.194	-56114.341	-56114.341	-56131.194	-56131.194	-56131.194	-56115.617	-56115.617	-56115.617	-56115.617	-56115.617	-56115.617	1377.185	1377.185	37.253	36.803	0.000	199.574	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:21:04 PM	27.818	27.362	24.004	-56114.652	-56114.652	-56131.482	-56131.482	-56131.482	-56114.652	-56114.652	-56131.482	-56131.482	-56131.482	-56115.921	-56115.921	-56115.921	-56115.921	-56115.921	-56115.921	1377.187	1377.187	37.241	36.792	0.000	197.510	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:21:05 PM	27.808	27.269	24.003	-56115.876	-56115.876	-56132.645	-56132.645	-56132.645	-56115.876	-56115.876	-56132.645	-56132.645	-56132.645	-56117.116	-56117.116	-56117.116	-56117.116	-56117.116	-56117.116	1377.188	1377.188	37.229	36.779	0.000	198.512	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:21:06 PM	27.809	27.140	24.016	-56112.973	-56112.973	-56129.813	-56129.813	-56129.813	-56112.973	-56112.973	-56129.813	-56129.813	-56129.813	-56114.268	-56114.268	-56114.268	-56114.268	-56114.268	-56114.268	1377.189	1377.189	37.220	36.772	0.000	195.407	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:21:07 PM	27.797	26.890	24.040	-56115.077	-56115.077	-56131.949	-56131.949	-56131.949	-56115.077	-56115.077	-56131.949	-56131.949	-56131.949	-56116.396	-56116.396	-56116.396	-56116.396	-56116.396	-56116.396	1377.189	1377.189	37.193	36.748	0.000	200.717	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
